Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags
"Australian Access Clinics","(02) 9098 9128","LEVEL 1/457 Elizabeth St, Surry Hills NSW 2010, Australia","http://www.ausaccessclinics.com.au/?utm_source=gmbacc&utm_medium=organic","poor","No SSL (http only)","","4.6","395","https://maps.google.com/?cid=3718881951606575338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"North Sydney Plaza Medical Centre","(02) 9923 1122","303/83 Mount St, North Sydney NSW 2060, Australia","http://www.northsydneyplazamedicalcentre.com.au/","poor","No SSL (http only)","","4.1","113","https://maps.google.com/?cid=10938295277684217003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Macquarie Street Clinic","(02) 9221 1933","First floor, 195 Macquarie St, Sydney NSW 2000, Australia","http://www.contraceptiveservices.com/","poor","No SSL (http only)","","3.8","81","https://maps.google.com/?cid=12609206574884352327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Integrative Medical Clinic","(02) 9326 9981","1, Tower One, 318 – 320 Liverpool St, Darlinghurst NSW 2010, Australia","","no_website","No website listed","","5","1","https://maps.google.com/?cid=5426063181055950050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:no_website, city:sydney, source:google-maps-scraper"
"World Citi Medical","(02) 9281 7311","Level 1/722 George St, Haymarket NSW 2000, Australia","http://www.worldcitimedical.com.au/","poor","No SSL (http only)","","3.3","71","https://maps.google.com/?cid=9502852756835722663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Dental Clinic @ World Tower","(02) 9269 0514","Level 11 Suite 1104/87-89 Liverpool St, Sydney NSW 2000, Australia","http://www.bestdentist.com.au/","poor","No SSL (http only)","","4.8","499","https://maps.google.com/?cid=11314865459285521328&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Pitt Street Dental Centre","(02) 8000 1832","Level 2/70 Pitt St, Sydney NSW 2000, Australia","https://pittstdentalcentre.com.au/","mediocre","No mobile viewport detected","","4.9","529","https://maps.google.com/?cid=16315479403554367421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"City Dental – Experteeth Dental益白齿科 Market street","0455 966 588","Level 17/44 Market St, Sydney NSW 2000, Australia","https://www.experteethsydney.com.au/","mediocre","Very thin site (minimal content)","","4.8","427","https://maps.google.com/?cid=10484937656758825358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Concord Dental","(02) 9743 2262","402 Concord Rd, Concord West NSW 2138, Australia","http://www.concorddental.com.au/","poor","No SSL (http only)","","3.6","14","https://maps.google.com/?cid=886455192968051049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"No Gaps Dental Sydney CBD Wynyard","(02) 8007 6705","Level 2/283 George St, Sydney NSW 2000, Australia","https://www.nogapsdental.com/location/dentist-wynyard?utm_source=google&utm_medium=organic&utm_campaign=GBP","mediocre","No mobile viewport detected","","4.9","834","https://maps.google.com/?cid=12451214756461243376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Sydney Road Dental Care","(02) 9977 2442","Suite 1/57 Sydney Rd, Manly NSW 2095, Australia","http://www.sydneyroaddentalcare.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","poor","No SSL (http only)","","5","500","https://maps.google.com/?cid=15761055855013389720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"The Paddington Dental Surgery","(02) 9331 2555","263 Glenmore Rd, Paddington NSW 2021, Australia","http://www.thepaddingtondentalsurgery.com.au/?utm_source=Google&utm_medium=GBP+&utm_campaign=Local+Search+","poor","No SSL (http only)","","5","513","https://maps.google.com/?cid=7207296054487733487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Killara Dental","(02) 9418 2502","4/50 Koola Ave, East Killara NSW 2071, Australia","http://www.killaradental.com.au/","poor","No SSL (http only)","","4.9","111","https://maps.google.com/?cid=18100950980046487447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"TLC Dental","(02) 8599 7287","level 2/74 Castlereagh St, Sydney NSW 2000, Australia","https://www.tlcdental.com.au/?utm_source=GMB&utm_medium=Website","mediocre","No mobile viewport detected","","5","244","https://maps.google.com/?cid=1721734854564589565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Combined Clinics Dental","(02) 9189 0800","Suite 101-104/318-320 Liverpool St, Darlinghurst NSW 2010, Australia","https://www.combinedclinicsdental.com.au/","mediocre","Very thin site (minimal content)","","5","80","https://maps.google.com/?cid=12564307769464897948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Martin Place Dental Health","(02) 9232 3866","MLC Centre, Level 10 1001/25 Martin Pl, Sydney NSW 2000, Australia","http://www.martinplacedentalhealth.com.au/","poor","No SSL (http only)","","4.8","115","https://maps.google.com/?cid=10394491152598152953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Smile Concepts","(02) 9267 7777","Suite 403, Level 4/307 Pitt St, Sydney NSW 2000, Australia","https://www.smileconcepts.com.au/","mediocre","No mobile viewport detected","","4.8","653","https://maps.google.com/?cid=11220679013814101875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Pacific Smiles Dental Sydney CBD","13 13 17","The Galeries, Level 1/500 George St, Sydney NSW 2000, Australia","https://www.pacificsmilesdental.com.au/locations/nsw/sydney-cbd/?utm_source=google_my_business&utm_medium=yext","mediocre","No mobile viewport detected","","4.6","300","https://maps.google.com/?cid=10038874228593117623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"United Dental Care","(02) 9267 7174","5/377 Sussex St, Sydney NSW 2000, Australia","http://uniteddentalcare.com.au/","poor","No SSL (http only)","","4.6","277","https://maps.google.com/?cid=14358557004501186749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Sydney CBD Dentist Bridge Street","(02) 9247 5254","Level 1 Unit 102/4 Bridge St, Sydney NSW 2000, Australia","https://sydneycbd.dentist/","mediocre","No mobile viewport detected","","4.9","35","https://maps.google.com/?cid=10164960501349631684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Sydney Dental Clinics - Bondi Junction","(02) 9369 1830","3/79-85 Oxford St, Bondi Junction NSW 2022, Australia","https://www.sydneydentalclinics.com.au/","mediocre","No mobile viewport detected","","5","97","https://maps.google.com/?cid=4829045333677226539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"Worldciti Dental City","(02) 9281 6744","Level 2/722 George St, Haymarket NSW 2000, Australia","https://www.worldcitidental.com.au/sydney-nsw.html","poor","Site unreachable (timeout)","","4.8","122","https://maps.google.com/?cid=11109778684940876056&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"HCF Dental Centre Sydney","(02) 9290 0555","Mezzanine Floor, 403 George St, Sydney NSW 2000, Australia","http://www.hcf.com.au/","poor","No SSL (http only)","","2.9","78","https://maps.google.com/?cid=9366638727670864960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Bodyfocus Physiotherapy & Sports Injury Clinic","(02) 8732 8888","801A/1 Rider Boulevard Level 8, Rhodes Waterside, Rhodes NSW 2138, Australia","http://www.bodyfocusphysioclinic.com.au/","poor","No SSL (http only)","","4.9","322","https://maps.google.com/?cid=10980517472599745090&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Physio Clinic","(02) 9223 2502","Level 2/225 Macquarie St, Sydney NSW 2000, Australia","http://www.sydneyphysioclinic.com.au/","poor","No SSL (http only)","","4.9","174","https://maps.google.com/?cid=175183653389085541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"iPHYSIO Australia","(02) 9739 6783","8/10 Edwin St, Mortlake NSW 2137, Australia","http://www.iphysioaustralia.com.au/","poor","No SSL (http only)","","4.9","208","https://maps.google.com/?cid=11833629101764685565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Sports Physio + Fitness","0413 309 903","Level 4 No/30 Pitt St, Sydney NSW 2000, Australia","http://www.sydney-sports-physio.com.au/","poor","No SSL (http only)","","5","98","https://maps.google.com/?cid=4506128345150212110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Sydney CBD Physiotherapy","(02) 9267 7659","402/127 York St, Sydney NSW 2000, Australia","http://www.sydneycbdphysio.com.au/","poor","No SSL (http only)","","5","31","https://maps.google.com/?cid=2662938080216150550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"PhysiCo City Physiotherapy","(02) 9267 3775","Level 2/127 Bathurst St, Sydney NSW 2000, Australia","http://www.physicocityphysio.com.au/?utm_medium=organic&utm_source=local&utm_campaign=gmb&utm_content=website","poor","No SSL (http only)","","4.9","272","https://maps.google.com/?cid=18310575410063581579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Health Physiotherapy CBD","(02) 8958 5955","Stockland Piccadilly Shopping Centre, Level 1 Shop 35/210 Pitt St, Sydney NSW 2000, Australia","http://sydneyhealthphysio.com.au/","poor","No SSL (http only)","","4.9","94","https://maps.google.com/?cid=8682269609621807746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Urban Physiotherapy Sports Injury Clinic","(02) 8526 4000","Level 1/80 Mount St, North Sydney NSW 2060, Australia","http://www.urbanphysiotherapy.com.au/","poor","No SSL (http only)","","5","617","https://maps.google.com/?cid=4237365513804794672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Macquarie Street Physiotherapy - Sydney Physio CBD","(02) 9221 1604","Park House, Level 5/187 Macquarie St, Sydney NSW 2000, Australia","http://www.macquariestphysio.com.au/","poor","No SSL (http only)","","4.9","53","https://maps.google.com/?cid=1931794582989975156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Colab Physio","(02) 9744 2201","47-49 Burwood Rd, Concord NSW 2137, Australia","http://colabphysio.com.au/","poor","No SSL (http only)","","5","151","https://maps.google.com/?cid=625333396674864756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Elite Performance Physio Sydney NOW OPEN","0451 265 302","City Gym, Level 2/107-113 Crown St, Darlinghurst NSW 2010, Australia","http://www.eliteperformancephysios.com/","poor","No SSL (http only)","","4.9","19","https://maps.google.com/?cid=9403511783886448673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"City Physio & Pilates","(02) 9223 1575","rear of the foodcourt, Shop 10 Level 6/25 Martin Pl, Sydney NSW 2000, Australia","https://www.cityphysio.com.au/","mediocre","No mobile viewport detected","","5","228","https://maps.google.com/?cid=1427636409824009857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:mediocre, city:sydney, source:google-maps-scraper"
"PhysioFIX Sydney","(02) 9371 2750","736 New South Head Rd, Rose Bay NSW 2029, Australia","http://www.physiofixsydney.com.au/","poor","No SSL (http only)","","5","266","https://maps.google.com/?cid=4632348948339318473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
"Waterfront Physiotherapy & Pilates","(02) 9475 6026","Shop 3G/3 The Piazza, Wentworth Point NSW 2127, Australia","http://www.waterfrontphysio.com.au","poor","No SSL (http only)","","4.7","14","https://maps.google.com/?cid=15490382908837023977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","clinics","Sydney","vertical:clinics, website:poor, city:sydney, source:google-maps-scraper"
