Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags
"Harmony Direct Therapy Occupational Therapy and Music Therapy","0430 145 658","3/85 Reynolds St, Balmain NSW 2041, Australia","http://www.harmonydirect.com.au/","poor","No SSL (http only)","","5","20","https://maps.google.com/?cid=5906716107020122618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Pouch Kids Therapy","0432 323 867","401/7 Help St, Chatswood NSW 2067, Australia","https://www.pouchtherapy.com.au/","mediocre","No mobile viewport detected","","5","5","https://maps.google.com/?cid=2443016702220027689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Sydney OT","0405 913 811","4-6/17 Brooks Cct, Lidcombe NSW 2141, Australia","https://sydneyspeechot.com.au/","poor","Site unreachable (timeout)","","","","https://maps.google.com/?cid=9178558606711107535&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Square One Therapy Hub","0424 943 297","4 Short St, Kogarah NSW 2217, Australia","https://squareonetherapyhub.com.au/","poor","Site unreachable (timeout)","","5","12","https://maps.google.com/?cid=14768070035423251129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Child First Therapy","(02) 9440 1333","G.04/49 Queens Rd, Five Dock NSW 2046, Australia","http://www.caswellhealthcare.com.au/","poor","No SSL (http only)","","4.5","2","https://maps.google.com/?cid=15845036431445420695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Active OT For Kids","(02) 9369 1957","13/97 Grafton St, Bondi Junction NSW 2022, Australia","http://activeot4kids.com/","poor","No SSL (http only)","","4.6","9","https://maps.google.com/?cid=14416285474481709943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Vanessa Chan Speech Pathology","(02) 9072 9949","Conder St, Burwood NSW 2134, Australia","http://www.vanessachanspeechpathology.com.au/","poor","No SSL (http only)","","5","30","https://maps.google.com/?cid=6536815458364051027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Speech Clinic","(02) 8404 0715","1 Pottery Ln, Lane Cove NSW 2066, Australia","http://sydneyspeechclinic.com.au/","poor","No SSL (http only)","","4.9","37","https://maps.google.com/?cid=12378231905327694787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Speech Therapy Sydney","0414 049 981","35 Alice St, Auburn NSW 2144, Australia","http://speechtherapysydney.org/","poor","No SSL (http only)","","4.8","32","https://maps.google.com/?cid=3133035963754118135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Speech & Language Centre","(02) 9712 8555","2/284 Great N Rd, Wareemba NSW 2046, Australia","http://www.sydneyspeech.com.au/","poor","No SSL (http only)","","5","25","https://maps.google.com/?cid=16269319479167753200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Speech Mark Speech Pathology/Tutoring","0458 482 882","Wotso, Level 1/5 George St, North Strathfield NSW 2137, Australia","http://www.speechmark.com.au/","poor","No SSL (http only)","","4.8","25","https://maps.google.com/?cid=11389849704726398181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"The Speech & OT Centre","0402 598 698","9 Parramatta Rd, Lidcombe NSW 2141, Australia","http://www.speechot.com.au/","poor","No SSL (http only)","","4.8","18","https://maps.google.com/?cid=3318522888071625002&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Banter Speech & Language","(02) 8757 3838","115 Queen St, North Strathfield NSW 2137, Australia","http://www.banterspeech.com.au/","poor","No SSL (http only)","","4.7","15","https://maps.google.com/?cid=9240125308204354262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Speech Pathology Solutions","0409 766 075","Medical Practice (upstairs, 6 Ryde Rd, Hunters Hill NSW 2110, Australia","http://speechpathologysolutions.com.au/","poor","No SSL (http only)","","5","38","https://maps.google.com/?cid=6399672962902663333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"The Sydney Speech Team","0432 926 477","Suite 5/181 High St, North Willoughby NSW 2068, Australia","http://www.sydneyspeechteam.com.au/","poor","No SSL (http only)","","5","14","https://maps.google.com/?cid=7553093614249242838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"JK Speech and Health Services","(02) 8719 0895","89 St Hilliers Rd, Auburn NSW 2144, Australia","http://www.jksh.com.au/","poor","No SSL (http only)","","4.6","78","https://maps.google.com/?cid=2996804699796728081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Let's Talk Speech Therapy","0493 173 500","Inside Theia Optical, 92 Great N Rd, Five Dock NSW 2046, Australia","http://www.letstalktherapy.com.au/","poor","No SSL (http only)","","5","5","https://maps.google.com/?cid=7401357276446153475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Samantha Tate Speech Pathology","0431 140 626","Suite 10A, Level 1/1-17 Elsie St, Burwood NSW 2134, Australia","http://www.tatespeechpathology.com/","poor","No SSL (http only)","","5","10","https://maps.google.com/?cid=11066882979398907321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Nash Speech Pathology - Drummoyne","0420 345 531","Level 2/224 Victoria Rd, Drummoyne NSW 2047, Australia","http://nashspeechpathology.com/","poor","No SSL (http only)","","5","9","https://maps.google.com/?cid=656378747644094503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Top Ryde Speech Pathology","","Shop 4 3/5 Anthony Rd, West Ryde NSW 2114, Australia","http://toprydespeechpath.com/","poor","No SSL (http only)","","3","2","https://maps.google.com/?cid=11400189927834414239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"ChatAbout Speech Pathology & Occupational Therapy","(02) 9600 7270","Suite 1/947-949 Victoria Rd, West Ryde NSW 2114, Australia","http://www.chatabout.com.au/","poor","No SSL (http only)","","4.2","15","https://maps.google.com/?cid=4264576600619148177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"No Limits Speech Pathology and OT (adults & children)","0415 392 516","352 Guildford Rd, Guildford NSW 2161, Australia","","no_website","No website listed","","5","50","https://maps.google.com/?cid=989738785744352686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:no_website, city:sydney, source:google-maps-scraper"
"Gladesville Speech Pathology & Learning Centre","(02) 8006 1776","6 Monash Rd, Gladesville NSW 2111, Australia","http://www.speechpathologists.com.au/","poor","No SSL (http only)","","5","1","https://maps.google.com/?cid=13397211760507921991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Living Word Speech Pathology","0433 855 457","3G/9/13 Redmyre Rd, Strathfield NSW 2135, Australia","http://www.livingwordspeech.com.au/","poor","No SSL (http only)","","3.7","3","https://maps.google.com/?cid=17646270822439901476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Hills Speech and Learning Centre (HSLC)","0423 967 919","1 Westmore Dr, West Pennant Hills NSW 2125, Australia","http://www.hslc.com.au/","poor","No SSL (http only)","","4.9","59","https://maps.google.com/?cid=5987411475452173291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Talkshop Speech Pathology","(02) 7209 3838","223 Liverpool Rd, Ashfield NSW 2131, Australia","http://www.talkshop.com.au/","poor","No SSL (http only)","","5","21","https://maps.google.com/?cid=18422822829967114768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Body Links Kids Occupational and Speech Therapy","0406 423 364","172 Majors Bay Rd, Concord NSW 2137, Australia","","no_website","No website listed","","5","2","https://maps.google.com/?cid=6158588814476972709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:no_website, city:sydney, source:google-maps-scraper"
"Truly Heard Speech Pathology Redfern Sydney","0435 630 120","C2/5 Hudson St, Redfern NSW 2016, Australia","http://www.trulyheard.com.au/","poor","No SSL (http only)","","5","11","https://maps.google.com/?cid=4562769125926105241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Crows Nest Speech Clinic","0426 174 015","Suite 202/109 Alexander St, Crows Nest NSW 2065, Australia","https://crowsnestspeechclinic.com/","mediocre","No mobile viewport detected","","5","51","https://maps.google.com/?cid=4609665946078704889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Speech and Feeding Sydney","0435 750 633","Burwood Rd, Belfield NSW 2191, Australia","http://speechandfeedingsydney.com.au/","poor","No SSL (http only)","","5","1","https://maps.google.com/?cid=17547024821847531139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Simply Speech Pathology","0405 614 431","Suite 6/72a Great N Rd, Five Dock NSW 2046, Australia","http://www.simplyspeechpathology.com.au/","poor","No SSL (http only)","","5","2","https://maps.google.com/?cid=11806593746370344297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Speak & Write Speech Pathology Leichhardt","0411 146 470","2/314-316 Norton St, Leichhardt NSW 2040, Australia","https://speakandwrite.com.au/","mediocre","No mobile viewport detected","","4.5","8","https://maps.google.com/?cid=15638840219617639969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Kids and Cubs Clinic Speech Pathology","(02) 9166 7622","126/85 Reynolds St, Balmain NSW 2041, Australia","http://www.kidsandcubsclinic.com.au/","poor","No SSL (http only)","","5","9","https://maps.google.com/?cid=12250474414225214621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Kita Therapy Mascot","0416 060 552","G04/659 Gardeners Rd, Mascot NSW 2020, Australia","https://kitatherapy.com.au/","mediocre","Very thin site (minimal content)","","4.8","65","https://maps.google.com/?cid=6158084066437037717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Speech Pathology Feeding","0412 696 245","Level 1, 8/10 Palmer St, Parramatta NSW 2150, Australia","https://www.speechpathologyfeeding.com.au/","mediocre","No mobile viewport detected","","5","11","https://maps.google.com/?cid=12276586810918007474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Innerlink Therapy (formerly Speech in Focus, Speech Pathology Services)","(02) 8065 1197","shop 1/41-43 Knox St, Belmore NSW 2192, Australia","https://www.innerlinktherapy.com.au/","mediocre","No mobile viewport detected","","4.8","18","https://maps.google.com/?cid=9574296009317781917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Sydney Adult Speech Pathology","0415 559 788","101/103 Queen St, Woollahra NSW 2025, Australia","http://www.sydneyadultspeechpathology.com/","poor","No SSL (http only)","","5","1","https://maps.google.com/?cid=13280922927683701833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Kairos Speech Therapy & Learning","0477 377 537","3, Suite 4/1 Avon Rd, North Ryde NSW 2113, Australia","http://www.kairosspeech.com.au/","poor","No SSL (http only)","","4","2","https://maps.google.com/?cid=1969353504277706915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Word Play Speech Therapy","0452 202 353","4 Foundry St, Erskineville NSW 2043, Australia","http://www.wordplayspeech.com.au/","poor","No SSL (http only)","","4.8","18","https://maps.google.com/?cid=10413207475518474975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"The Speech Box - Speech Therapy Services","0424 906 776","398 Chapel Rd, Bankstown NSW 2200, Australia","http://www.tsbspeechtherapy.com.au/","poor","No SSL (http only)","","5","10","https://maps.google.com/?cid=9213930169767292912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Leapfrog Therapy","0406 508 281","2/33 Alexandra St, Hunters Hill NSW 2110, Australia","http://www.leapfrogtherapy.com.au/","poor","No SSL (http only)","","5","3","https://maps.google.com/?cid=3924235336899589816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Great Psychology","0481 352 205","5 George St, North Strathfield NSW 2137, Australia","http://www.greatpsychology.com.au/","poor","No SSL (http only)","","5","16","https://maps.google.com/?cid=11674961419093944290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Equilibrium Psychology","(02) 9262 6156","Ground floor Suite 3/131 Clarence St, Sydney NSW 2000, Australia","http://www.equilibriumpsychology.com.au/","poor","No SSL (http only)","","4.1","38","https://maps.google.com/?cid=4991008539596659318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Psychology Group","0407 391 193","Shop 12/77-105 Victoria Rd, Drummoyne NSW 2047, Australia","http://www.sydneypsychologygroup.com/","poor","No SSL (http only)","","5","5","https://maps.google.com/?cid=9715457210751308124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Psychologist Ms Derya Guzel","(02) 8765 0777","15 Tennyson Rd, Mortlake NSW 2137, Australia","","no_website","No website listed","","5","1","https://maps.google.com/?cid=890960092137334228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:no_website, city:sydney, source:google-maps-scraper"
"Centre Point Psychology","(02) 9713 9265","104/49 Queens Rd, Five Dock NSW 2046, Australia","http://www.centrepointpsychology.com.au/","poor","No SSL (http only)","","5","2","https://maps.google.com/?cid=4579243577277415507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Blue Horizon Counselling","0403 866 997","503/368 Sussex St, Sydney NSW 2000, Australia","https://www.bluehorizoncounselling.com.au/","mediocre","No mobile viewport detected","","5","28","https://maps.google.com/?cid=5314461295104460601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper"
"Tiviti","1800 084 848","Corporate Business Park, Level 5/1F Homebush Bay Dr, Rhodes NSW 2138, Australia","http://www.tiviti.com.au/","poor","No SSL (http only)","","5","2","https://maps.google.com/?cid=1726571956355348833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Clinical Psychology","(02) 9517 1764","Suite 211/ Level 2/100 Carillon Ave, Newtown NSW 2042, Australia","http://www.sydneyclinicalpsychology.com.au/","poor","No SSL (http only)","","3.3","8","https://maps.google.com/?cid=6491901620306977620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper"
