Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags
"Anytime Fitness Potts Point","0422 903 495","2-14 Kings Cross Rd, Potts Point NSW 2011, Australia","http://www.anytimefitness.com.au/gyms/au-1091/potts-point-nsw-2011","poor","No SSL (http only)","","4.5","588","https://maps.google.com/?cid=10084849329580453919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Anytime Fitness Surry Hills","0466 409 760","Level 1/87 Foveaux St, Surry Hills NSW 2010, Australia","https://www.anytimefitness.com.au/gyms/au-1099/surry-hills-nsw-2010/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Anytime+Fitness+Surry+Hills&utm_term=plcid_12045005648723486701","mediocre","No mobile viewport detected","","4.7","535","https://maps.google.com/?cid=5979856742755775599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"One Playground Newtown","(02) 9516 0466","Level 1/672 King St, Newtown NSW 2043, Australia","https://oneplayground.com.au/gyms/newtown/?utm_source=google&utm_medium=organic&utm_campaign=gmb_newtown","mediocre","No mobile viewport detected","","4.6","738","https://maps.google.com/?cid=3727154570908933904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Anytime Fitness Pyrmont","0460 966 560","1/210 Harris St, Pyrmont NSW 2009, Australia","https://club.anytimefitness.com.au/pyrmont-nsw","mediocre","No mobile viewport detected","","4.5","268","https://maps.google.com/?cid=36226568883961248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Concord Hospital Gym","","Concord West NSW 2138, Australia","","no_website","No website listed","","3.7","3","https://maps.google.com/?cid=11236665402354808954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:no_website, city:sydney, source:google-maps-scraper"
"98 Gym Sydney","0477 825 305","Royal Hall of Industries, 1 Driver Ave, Moore Park NSW 2021, Australia","https://98training.com/locations/sydney","mediocre","No mobile viewport detected","","5","3","https://maps.google.com/?cid=3157839415780411702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"One Playground Marrickville","(02) 9559 6615","Ground Floor & Level 1, 258-272 Illawarra Rd, Marrickville NSW 2204, Australia","https://oneplayground.com.au/gyms/marrickville/?utm_source=google&utm_medium=organic&utm_campaign=gmb_marrickville","mediocre","No mobile viewport detected","","4.4","744","https://maps.google.com/?cid=3296598035047938618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Anytime Fitness Glebe","0488 036 870","1/1-9 Glebe Point Rd, Glebe NSW 2037, Australia","https://club.anytimefitness.com.au/glebe-nsw","mediocre","No mobile viewport detected","","4","323","https://maps.google.com/?cid=14419926698904904619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"168 Sydney City","0404 411 581","259 Sussex St, Sydney NSW 2000, Australia","http://crossfit168.com.au/","poor","No SSL (http only)","","4.9","215","https://maps.google.com/?cid=4010958993175421927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Steed Fitness Chippendale","0426 775 706","Suite 1/36-42 Chippen St, Chippendale NSW 2008, Australia","http://www.steedfitness.com.au/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary","poor","No SSL (http only)","","4.9","126","https://maps.google.com/?cid=452074068458920870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"ActivateFit.Gym","(02) 9514 2444","745 Harris St, Ultimo NSW 2007, Australia","http://activatefitgym.com.au/","poor","No SSL (http only)","","4.2","198","https://maps.google.com/?cid=8407244153520624453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"City Gym Sydney","(02) 9360 6247","107 Crown St, Darlinghurst NSW 2010, Australia","http://www.citygym.com.au/","poor","No SSL (http only)","","4.6","335","https://maps.google.com/?cid=14893543910383210947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"SOMA Health & Wellness Club","(02) 9169 9849","Aurora Place, Ground Floor/88 Phillip St, Sydney NSW 2000, Australia","https://www.somacollection.com.au/","mediocre","Very thin site (minimal content)","","4.9","284","https://maps.google.com/?cid=10625446550317425340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Ultimate Fitness Centre - 305 Kent & 120 Sussex St Sydney","0409 207 575","Ground Floor/305 Kent St, Sydney NSW 2000, Australia","http://ultimatefitnesscentre.com.au/","poor","No SSL (http only)","","4.9","69","https://maps.google.com/?cid=12254392795249179324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Anytime Fitness Chippendale","0427 091 806","110, Central Park Mall, 28 Broadway, Chippendale NSW 2008, Australia","https://www.anytimefitness.com.au/gyms/au-1744/chippendale-nsw-2008/","mediocre","No mobile viewport detected","","4.7","412","https://maps.google.com/?cid=14413391702077769843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Snap Fitness Olympic Park 24/7","0481 952 579","3 Australia Ave, Sydney Olympic Park NSW 2127, Australia","https://www.snapfitness.com/au/gyms/sydney-olympic-park/","mediocre","No mobile viewport detected","","4.5","170","https://maps.google.com/?cid=15718574555280709846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Anytime Fitness Circular Quay","0484 926 351","1/22 Pitt St, Sydney NSW 2000, Australia","https://club.anytimefitness.com.au/sydney-circular-quay-nsw","mediocre","No mobile viewport detected","","4.4","256","https://maps.google.com/?cid=2396595721702299511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Prime Strength","0428 877 307","1/228 Elizabeth St, Surry Hills NSW 2010, Australia","http://www.primestrength.com.au/","poor","No SSL (http only)","","4.7","79","https://maps.google.com/?cid=2874048279237610866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Anytime Fitness Haymarket","0423 741 895","Lower Ground, Floor, 725/731 George St, Haymarket NSW 2000, Australia","https://www.anytimefitness.com.au/gyms/au-1629/haymarket-nsw-2000/?utm_source=google&utm_medium=organic&utm_campaign=gmb","mediocre","No mobile viewport detected","","4.6","899","https://maps.google.com/?cid=14578578982712712468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"98 Gym Sydney","0477 825 305","Royal Hall of Industries, 1 Driver Ave, Moore Park NSW 2021, Australia","https://98training.com/locations/sydney","mediocre","No mobile viewport detected","","5","3","https://maps.google.com/?cid=3157839415780411702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Crunch Female Fitness Centre","(02) 9518 1588","Leichhardt Marketplace, shop 18/138 Flood St, Leichhardt NSW 2040, Australia","http://www.crunchfitness.com.au/","poor","No SSL (http only)","","4.3","101","https://maps.google.com/?cid=8098136542931264414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Anytime Fitness Hyde Park","0413 252 695","Level 4/227 Elizabeth St, Sydney NSW 2000, Australia","https://club.anytimefitness.com.au/sydney-hyde-park-nsw?fbclid=IwAR2gNSA0NTsYgbiPTbLbqPxMeJQ1NMtXu_yaLzmSilgwpyxjaZfGdTeazIE","mediocre","No mobile viewport detected","","4.1","463","https://maps.google.com/?cid=1976250430766938060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Sydney Uni Sport & Fitness","(02) 9351 8105","Western Ave, Camperdown NSW 2050, Australia","","no_website","No website listed","","4.7","45","https://maps.google.com/?cid=53892491917293309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:no_website, city:sydney, source:google-maps-scraper"
"Anytime Fitness Surry Hills","0466 409 760","Level 1/87 Foveaux St, Surry Hills NSW 2010, Australia","https://www.anytimefitness.com.au/gyms/au-1099/surry-hills-nsw-2010/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Anytime+Fitness+Surry+Hills&utm_term=plcid_12045005648723486701","mediocre","No mobile viewport detected","","4.7","535","https://maps.google.com/?cid=5979856742755775599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"ActivateFit.Gym","(02) 9514 2444","745 Harris St, Ultimo NSW 2007, Australia","http://activatefitgym.com.au/","poor","No SSL (http only)","","4.2","198","https://maps.google.com/?cid=8407244153520624453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Anytime Fitness Potts Point","0422 903 495","2-14 Kings Cross Rd, Potts Point NSW 2011, Australia","http://www.anytimefitness.com.au/gyms/au-1091/potts-point-nsw-2011","poor","No SSL (http only)","","4.5","588","https://maps.google.com/?cid=10084849329580453919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Anytime Fitness Pyrmont","0460 966 560","1/210 Harris St, Pyrmont NSW 2009, Australia","https://club.anytimefitness.com.au/pyrmont-nsw","mediocre","No mobile viewport detected","","4.5","268","https://maps.google.com/?cid=36226568883961248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"One Playground Marrickville","(02) 9559 6615","Ground Floor & Level 1, 258-272 Illawarra Rd, Marrickville NSW 2204, Australia","https://oneplayground.com.au/gyms/marrickville/?utm_source=google&utm_medium=organic&utm_campaign=gmb_marrickville","mediocre","No mobile viewport detected","","4.4","744","https://maps.google.com/?cid=3296598035047938618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"UN1T GYM Alexandria","0422 615 121","Unit 39-40/112 McEvoy St, Alexandria NSW 2015, Australia","https://un1t.com/au/sydney/","poor","Site unreachable (timeout)","","5","156","https://maps.google.com/?cid=921507041268588606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"One Playground Surry Hills","(02) 9211 3070","429 Elizabeth St, Surry Hills NSW 2010, Australia","https://oneplayground.com.au/gyms/surry-hills/?utm_source=google&utm_medium=organic&utm_campaign=gmb_surryhills","mediocre","No mobile viewport detected","","4.5","694","https://maps.google.com/?cid=3025492430285353743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"168 Sydney City","0404 411 581","259 Sussex St, Sydney NSW 2000, Australia","http://crossfit168.com.au/","poor","No SSL (http only)","","4.9","215","https://maps.google.com/?cid=4010958993175421927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Newtown Gym","(02) 9519 6969","level 1/294 King St, Newtown NSW 2042, Australia","http://www.thenewtowngym.com/","poor","No SSL (http only)","","4.5","142","https://maps.google.com/?cid=17718598167691036918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Female Personal Trainer | Inner West Sydney | Strong by Stacy","","19 Victoria Ave, Concord West NSW 2138, Australia","http://strongbystacy.com/","poor","No SSL (http only)","","5","69","https://maps.google.com/?cid=10938358900681637801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Sydney Personal Training","0404 903 987","199 Castlereagh St, Sydney NSW 2000, Australia","http://www.sydneypersonaltraining.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5842305707234723671","poor","No SSL (http only)","","5","45","https://maps.google.com/?cid=100292104137736894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"JAC Personal Training","0423 929 980","5/100 Clarence St, Sydney NSW 2000, Australia","http://jacpt.com.au/","poor","No SSL (http only)","","5","70","https://maps.google.com/?cid=9115335415809779054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Shape Personal Training Pty Ltd","1300 803 889","11A George St, North Strathfield NSW 2137, Australia","http://www.shapept.com.au/","poor","No SSL (http only)","","4.9","149","https://maps.google.com/?cid=16783282458163414128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Fortis Fit Personal Training","0489 078 880","28 Lime St, Sydney NSW 2000, Australia","https://www.fortisfit.com.au/","mediocre","No mobile viewport detected","","4.9","60","https://maps.google.com/?cid=14622601103024934954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"JAMES PIPER FITNESS","0415 278 804","259 George St, Sydney NSW 2000, Australia","https://jamespiperfitness.com/","poor","Site unreachable (timeout)","","5","27","https://maps.google.com/?cid=14829399805924961136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Malki Method Personal Training","0447 230 704","20 Bond St, Sydney NSW 2000, Australia","https://www.malkimethod.com/","mediocre","No mobile viewport detected","","5","16","https://maps.google.com/?cid=13965055552506358851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Gains Fitness","0498 520 312","100-104 Parramatta Rd, Stanmore NSW 2048, Australia","https://gainsfitness.com.au/","mediocre","No mobile viewport detected","","5","41","https://maps.google.com/?cid=12868770595622489786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"ROAR PT Coaching","0411 770 412","82/94 Darlinghurst Rd, Potts Point NSW 2011, Australia","http://www.roarptcoaching.com/","poor","No SSL (http only)","","4.9","51","https://maps.google.com/?cid=4905628372826790829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Coach Quest Personal Training","0404 787 315","20 Bond St, Sydney NSW 2000, Australia","","no_website","No website listed","","5","8","https://maps.google.com/?cid=12565101034833293092&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:no_website, city:sydney, source:google-maps-scraper"
"Authentic Personal Training","(02) 8040 5892","1/22 Willoughby Rd, Crows Nest NSW 2065, Australia","http://www.authenticpt.com.au/","poor","No SSL (http only)","","5","229","https://maps.google.com/?cid=14309666554674772999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"U. Personal Training","0427 821 072","12 Chalder St, Marrickville NSW 2204, Australia","https://upersonaltraining.com.au/?utm_source=organic&utm_medium=gmb&utm_campaign=gmb-listing-marrickville","mediocre","No mobile viewport detected","","5","29","https://maps.google.com/?cid=3598896105226338329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Primal Strength & Conditioning","0420 903 662","69/71 Parramatta Rd, Camperdown NSW 2050, Australia","http://psccoaching.com.au/","poor","No SSL (http only)","","5","25","https://maps.google.com/?cid=9914884138067278932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Coaching Simplified","","LG1/30 Alfred St S, Milsons Point NSW 2008, Australia","https://www.coachingsimplified.com.au/","mediocre","No mobile viewport detected","","5","39","https://maps.google.com/?cid=17507086797928735324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Exercise Education Lab - Personal Training","0414 438 994","23 Harris St, Pyrmont NSW 2009, Australia","https://www.exedulab.com.au/","poor","Site unreachable (timeout)","","4.9","88","https://maps.google.com/?cid=7332351258382408392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Inpower Fitness","0412 468 468","Suite 2/7 Ridge St, North Sydney NSW 2060, Australia","http://www.inpowerfitness.com.au/","poor","No SSL (http only)","","4.9","64","https://maps.google.com/?cid=5408022930748935945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"Uplift Lifting Club","0452 404 004","Kerrs Rd, Lidcombe NSW 2141, Australia","http://www.upliftgym.com.au/","poor","No SSL (http only)","","5","86","https://maps.google.com/?cid=12625859602963915821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:poor, city:sydney, source:google-maps-scraper"
"SOMA Health & Wellness Club","(02) 9169 9849","Aurora Place, Ground Floor/88 Phillip St, Sydney NSW 2000, Australia","https://www.somacollection.com.au/","mediocre","Very thin site (minimal content)","","4.9","284","https://maps.google.com/?cid=10625446550317425340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:mediocre, city:sydney, source:google-maps-scraper"
"Haru Fitness","0434 987 460","80 Elizabeth St, Sydney NSW 2000, Australia","","no_website","No website listed","","5","12","https://maps.google.com/?cid=2384806932100019013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Sydney","vertical:gyms, website:no_website, city:sydney, source:google-maps-scraper"
