Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags,Mobile,email_status
"Nash Speech Pathology - Drummoyne","0420 345 531","Level 2/224 Victoria Rd, Drummoyne NSW 2047, Australia","http://nashspeechpathology.com/","poor","No SSL (http only)","admin@nashspeechpathology.com","5","9","https://maps.google.com/?cid=656378747644094503","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0420345531",valid
"Living Word Speech Pathology","0433 855 457","3G/9/13 Redmyre Rd, Strathfield NSW 2135, Australia","http://www.livingwordspeech.com.au/","poor","No SSL (http only)","judy.kwak@livingwordspeech.com.au","3.7","3","https://maps.google.com/?cid=17646270822439901476","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0433855457",valid
"Hills Speech and Learning Centre (HSLC)","0423 967 919","1 Westmore Dr, West Pennant Hills NSW 2125, Australia","http://www.hslc.com.au/","poor","No SSL (http only)","info@hslc.com.au","4.9","59","https://maps.google.com/?cid=5987411475452173291","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0423967919",valid
"Talkshop Speech Pathology","(02) 7209 3838","223 Liverpool Rd, Ashfield NSW 2131, Australia","http://www.talkshop.com.au/","poor","No SSL (http only)","hello@talkshop.com.au","5","21","https://maps.google.com/?cid=18422822829967114768","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Truly Heard Speech Pathology Redfern Sydney","0435 630 120","C2/5 Hudson St, Redfern NSW 2016, Australia","http://www.trulyheard.com.au/","poor","No SSL (http only)","hello@trulyheard.com.au","5","11","https://maps.google.com/?cid=4562769125926105241","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0435630120",valid
"Speak & Write Speech Pathology Leichhardt","0411 146 470","2/314-316 Norton St, Leichhardt NSW 2040, Australia","https://speakandwrite.com.au/","mediocre","No mobile viewport detected","info@speakandwrite.com.au","4.5","8","https://maps.google.com/?cid=15638840219617639969","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper","0411146470",valid
"Innerlink Therapy","(02) 8065 1197","shop 1/41-43 Knox St, Belmore NSW 2192, Australia","https://www.innerlinktherapy.com.au/","mediocre","No mobile viewport detected","info@innerlinktherapy.com.au","4.8","18","https://maps.google.com/?cid=9574296009317781917","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper","",valid
"Equilibrium Psychology","(02) 9262 6156","Ground floor Suite 3/131 Clarence St, Sydney NSW 2000, Australia","http://www.equilibriumpsychology.com.au/","poor","No SSL (http only)","balance@equilibriumpsychology.com.au","4.1","38","https://maps.google.com/?cid=4991008539596659318","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Sydney Psychology Group","0407 391 193","Shop 12/77-105 Victoria Rd, Drummoyne NSW 2047, Australia","http://www.sydneypsychologygroup.com/","poor","No SSL (http only)","hello@sydneypsychologygroup.com","5","5","https://maps.google.com/?cid=9715457210751308124","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0407391193",valid
"Centre Point Psychology","(02) 9713 9265","104/49 Queens Rd, Five Dock NSW 2046, Australia","http://www.centrepointpsychology.com.au/","poor","No SSL (http only)","info@centrepointpsychology.com.au","5","2","https://maps.google.com/?cid=4579243577277415507","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Flow State Space Psychology","0414 045 624","28 High Holborn St, Surry Hills NSW 2010, Australia","http://www.flowstatespace.com/","poor","No SSL (http only)","hello@flowstatespace.com","5","11","https://maps.google.com/?cid=11356391063265860743","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0414045624",valid
"The Strength Dietitian","0420 886 838","UNIT 2/23-31 Bowden St, Alexandria NSW 2015, Australia","http://www.thestrengthdietitian.com/","poor","No SSL (http only)","hello@thestrengthdietitian.com","5","40","https://maps.google.com/?cid=9092823178753724061","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Nourish with Karina","0402 142 517","393 Military Rd, Mosman NSW 2088, Australia","http://www.nourishwithkarina.com/","poor","No SSL (http only)","Hello@nourishwithkarina.com","5","117","https://maps.google.com/?cid=17786110232993211000","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Annmarie Cannone - Naturopath and Nutritionist","0406 138 302","Five Dock Leisure Centre Queens Rd, Five Dock NSW 2046, Australia","http://www.annmariecannone.com.au/","poor","No SSL (http only)","reception@annmariecannone.com.au","5","24","https://maps.google.com/?cid=1217985306591006636","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0406138302",valid
"Choice Dietitian Clinic","0494 307 572","Suite 101, Level 1/2 Rowe St, Eastwood NSW 2122, Australia","https://www.choicedietitian.com.au/","mediocre","No mobile viewport detected","info@choicedietitian.com.au","5","1","https://maps.google.com/?cid=14385549350447988210","allied_health","Sydney","vertical:allied_health, website:mediocre, city:sydney, source:google-maps-scraper","0494307572",valid
"The Paediatric Specialists","(02) 8960 9455","Suite 2, Level 1/22 George St, North Strathfield NSW 2137, Australia","http://thepaediatricspecialists.com.au/","poor","No SSL (http only)","info@thepaediatricspecialists.com.au","4.2","27","https://maps.google.com/?cid=5818726208419547204","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Arlene Normand","0411 746 587","91 O'Sullivan Rd, Rose Bay NSW 2029, Australia","http://www.arlenesway.com.au/","poor","No SSL (http only)","normanda@tpg.com.au","4.5","42","https://maps.google.com/?cid=1022285721110907877","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0411746587",valid
"The Biting Truth","0423 498 910","3/400 Barangaroo Ave, Barangaroo NSW 2000, Australia","http://www.thebitingtruth.com/","poor","No SSL (http only)","info@thebitingtruth.com","4.9","33","https://maps.google.com/?cid=2421358423537871367","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","0423498910",valid
"Sydney Endocrinology","(02) 9157 9095","Suite 3/319 Pacific Hwy, North Sydney NSW 2060, Australia","http://www.sydneyendocrinology.com.au/","poor","No SSL (http only)","reception@sydneyendocrinology.com.au","4.1","43","https://maps.google.com/?cid=10044786855900563464","allied_health","Sydney","vertical:allied_health, website:poor, city:sydney, source:google-maps-scraper","",valid
"Hope Kids OT - Paediatric Occupational Therapy","0410 280 888","2/417 Ferntree Gully Rd, Mount Waverley VIC 3149, Australia","https://www.hopekidsot.com.au/","mediocre","No mobile viewport detected","info@hopekidsot.com.au","5","37","https://maps.google.com/?cid=17500191806570030342","allied_health","Melbourne","vertical:allied_health, website:mediocre, city:melbourne, source:google-maps-scraper","0410280888",valid
"AOTS","(03) 9555 0303","Unit 16/26-28 Roberna St, Moorabbin VIC 3189, Australia","http://aots.com.au/","poor","No SSL (http only)","admin@aots.com.au","5","1","https://maps.google.com/?cid=17320591223577646181","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","",valid
"Total Hand & Upper Limb Therapy","1300 914 341","Level 4/250 Collins St, Melbourne VIC 3000, Australia","http://www.totalhandandupperlimbtherapy.com.au/","poor","No SSL (http only)","admin@totalhand.com.au","4.7","17","https://maps.google.com/?cid=3152666262966773484","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","0420920514",valid
"GRP Speech Pathology","(03) 7067 8884","17 Simmons St, South Yarra VIC 3141, Australia","https://www.grpspeechpathology.com.au/","mediocre","No mobile viewport detected","info@grpspeechpathology.com.au","5","30","https://maps.google.com/?cid=14531282090355072003","allied_health","Melbourne","vertical:allied_health, website:mediocre, city:melbourne, source:google-maps-scraper","0434155592",valid
"Tilegne Therapy","(03) 9067 6888","17 Pickett St, Footscray VIC 3011, Australia","https://tilegnetherapy.com.au/","mediocre","No mobile viewport detected","info@tilegnetherapy.com.au","4.4","5","https://maps.google.com/?cid=17699422358774965509","allied_health","Melbourne","vertical:allied_health, website:mediocre, city:melbourne, source:google-maps-scraper","",valid
"Sound Adventures Speech Pathology","0493 801 301","Unit 2/458 Sydney Rd, Brunswick VIC 3056, Australia","http://soundadventures.com.au/","poor","No SSL (http only)","mariah@soundadventures.com.au","5","8","https://maps.google.com/?cid=6209059543800544558","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","",valid
"East Melbourne Psychology","(03) 9639 2866","1/23 Lansdowne St, East Melbourne VIC 3002, Australia","http://www.eastmelbournepsychology.com.au/","poor","No SSL (http only)","svanhecke14@hotmail.com","5","2","https://maps.google.com/?cid=1042202668588633714","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","",valid
"Ethos Psychology","0412 239 759","The Ethos Centre, 169 Park St, South Melbourne VIC 3205, Australia","http://www.ethospsychology.org/","poor","No SSL (http only)","admin@ethospsychology.org","4.4","17","https://maps.google.com/?cid=8577940339991610838","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","0412239759",valid
"Melbourne Wellbeing Group","(03) 9882 8874","613 Canterbury Rd, Surrey Hills VIC 3127, Australia","http://www.melbournewellbeinggroup.com.au/","poor","No SSL (http only)","admin@melbournewellbeinggroup.com.au","3.9","7","https://maps.google.com/?cid=12981513056010144890","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","0405955491",valid
"Nutrition Plus","","St Kilda Road Towers, Suite 315, Level 3/1 Queens Rd, Melbourne VIC 3004, Australia","https://nutritionplus.com.au/","mediocre","No mobile viewport detected","reception@nutritionplus.com.au","4.6","10","https://maps.google.com/?cid=13056993460531701023","allied_health","Melbourne","vertical:allied_health, website:mediocre, city:melbourne, source:google-maps-scraper","",valid
"Sophie Mahoney - Dietitian","0478 524 323","Suite 22/80 Paisley St, Footscray VIC 3011, Australia","http://www.sophiemahoney.com.au/","poor","No SSL (http only)","hello@rfuenzalida.com","5","4","https://maps.google.com/?cid=3194732402174161546","allied_health","Melbourne","vertical:allied_health, website:poor, city:melbourne, source:google-maps-scraper","0478524323",valid
"Tools 4 Life Occupational Therapy","(07) 3342 7790","100 Annerley Rd, Woolloongabba QLD 4102, Australia","http://www.tools4lifeot.com/","poor","No SSL (http only)","admin@tools4lifeot.com","5","21","https://maps.google.com/?cid=3195525943881239506","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Paediatric Potentials","(07) 3186 1390","DPA Property Group, Level 5/57 Sanders St, Upper Mount Gravatt QLD 4122, Australia","https://www.paediatricpotentials.com.au/","mediocre","No mobile viewport detected","info@paediatricpotentials.com.au","4.8","37","https://maps.google.com/?cid=14191479671274442835","allied_health","Brisbane","vertical:allied_health, website:mediocre, city:brisbane, source:google-maps-scraper","",valid
"Kids Play Occupational Therapy","(07) 3349 9234","level 2/62 Nursery Rd, Holland Park West QLD 4121, Australia","http://www.kidsplayot.com.au/","poor","No SSL (http only)","hello@kidsplayot.com.au","5","2","https://maps.google.com/?cid=16115757574762164476","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Grow and Flow Occupational Therapy","0434 069 435","4/107 Copperfield St, Geebung QLD 4034, Australia","http://www.growflowot.com.au/","poor","No SSL (http only)","camilla@growflowOT.com.au","5","2","https://maps.google.com/?cid=7400361389641880808","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0434069435",valid
"OAK Family Therapy","0490 664 450","207 Preston Rd, Manly West QLD 4179, Australia","https://oakfamilytherapy.com.au/","mediocre","No mobile viewport detected","hello@oakfamilytherapy.com.au","5","3","https://maps.google.com/?cid=15309993465241081500","allied_health","Brisbane","vertical:allied_health, website:mediocre, city:brisbane, source:google-maps-scraper","0490664450",valid
"Kids Chatter Speech Pathology","0432 735 044","17 Station Rd, Indooroopilly QLD 4068, Australia","http://www.kidschatter.com.au/","poor","No SSL (http only)","info@kidschatter.com.au","4.6","10","https://maps.google.com/?cid=3391567775603307773","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0432735044",valid
"Speech Language & Learning - Sue Park","0478 031 966","11/531 Sandgate Rd, Clayfield QLD 4011, Australia","http://www.speechlanguageandlearning.com.au/","poor","No SSL (http only)","clientcare@speechlanguageandlearning.com.au","5","3","https://maps.google.com/?cid=12330065802005091783","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0478031966",valid
"Red Soup Speech Pathology","1300 733 768","1661 Logan Rd, Upper Mount Gravatt QLD 4122, Australia","http://redsoup.com.au/","poor","No SSL (http only)","refer@redsoup.com.au","5","2","https://maps.google.com/?cid=16744476406736958282","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Chattabout Speech Pathology Coorparoo","0433 654 723","1218 Stanley St E, Coorparoo QLD 4151, Australia","http://www.chattaboutspeech.com/","poor","No SSL (http only)","Claire@chattaboutspeech.com","5","1","https://maps.google.com/?cid=6301585472929503723","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0433654723",valid
"Let's Talk Let's Eat Speech Pathology Aspley","0490 894 427","Level 1, Suite 5/815 Zillmere Rd, Aspley QLD 4034, Australia","http://www.ltle.com.au/","poor","No SSL (http only)","admin@ltle.com.au","5","4","https://maps.google.com/?cid=235120658294765707","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0490894427",valid
"Speech Vitality","0421 497 908","87 Webster Rd, Stafford QLD 4053, Australia","http://www.speechvitality.com.au/","poor","No SSL (http only)","info@speechvitality.com.au","5","3","https://maps.google.com/?cid=4015684850336672200","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0421497908",valid
"Eleven Speech Pathology","0419 324 298","28/20 Park Rd, Milton QLD 4064, Australia","http://www.elevenspeechpathology.com.au/","poor","No SSL (http only)","admin@elevenspeechpathology.com","5","3","https://maps.google.com/?cid=17003146297357560044","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0419324298",valid
"Mindful Psychology","(07) 3391 5833","#5/6 Qualtrough St, Woolloongabba QLD 4102, Australia","https://mindfulpsychology.com.au/","mediocre","No mobile viewport detected","info@mindfulpsychology.com.au","4.3","9","https://maps.google.com/?cid=11728123286389302903","allied_health","Brisbane","vertical:allied_health, website:mediocre, city:brisbane, source:google-maps-scraper","",valid
"North Brisbane Psychologists Aspley","(07) 3726 5595","1344 Gympie Rd, Aspley QLD 4034, Australia","http://www.northbrisbanepsychologists.com.au/","poor","No SSL (http only)","info@northbrisbanepsychologists.com.au","4.7","27","https://maps.google.com/?cid=8570764588513967799","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Excel Psychology","(07) 3868 2221","2/445 Upper Edward St, Spring Hill QLD 4000, Australia","http://www.excelpsychology.com.au/","poor","No SSL (http only)","info@excelpsychology.com.au","4.4","19","https://maps.google.com/?cid=7500175771383838047","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Brisbane Child and Adolescent Psychology Centre","(07) 3506 1299","605 Robinson Rd W, Aspley QLD 4034, Australia","http://brisbanepsychologycentre.com.au/","poor","No SSL (http only)","info@brisbanepsychologycentre.com.au","4.6","5","https://maps.google.com/?cid=18383649762414872097","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Jessica Cox Nutrition Clinic","0411 161 730","Suite 112/180 Queen St, Brisbane City QLD 4000, Australia","https://www.jessicacox.com.au/","mediocre","No mobile viewport detected","reception@jessicacox.com.au","4.9","77","https://maps.google.com/?cid=9675268184335417745","allied_health","Brisbane","vertical:allied_health, website:mediocre, city:brisbane, source:google-maps-scraper","0411161730",valid
"New Life Nutrition","(07) 3071 7405","270 Adelaide St, Brisbane City QLD 4000, Australia","http://newlifenutrition.com.au/","poor","No SSL (http only)","info@newlifenutrition.com.au","4.9","51","https://maps.google.com/?cid=4428799758215790668","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Healthspan Nutrition","0402 502 900","Apt 802/30 Tank St, Brisbane City QLD 4000, Australia","http://www.healthspannutrition.com.au/","poor","No SSL (http only)","enquiry@healthspannutrition.com.au","5","3","https://maps.google.com/?cid=7877099501484433830","allied_health","Brisbane","vertical:allied_health, website:poor, city:brisbane, source:google-maps-scraper","0402502900",valid
"RCOT Paediatric Occupational Therapy","0431 443 828","2/71 Leach Hwy, Willagee WA 6156, Australia","http://www.rcot.net.au/","poor","No SSL (http only)","admin@rcot.net.au","5","3","https://maps.google.com/?cid=8859435659409188522","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0431443828",valid
"iThrive Health","(08) 9381 2614","2/178 Railway Parade, West Leederville WA 6007, Australia","https://www.ithrivegroup.com.au/","mediocre","Very thin site (minimal content)","info@ithrivegroup.com.au","4.9","40","https://maps.google.com/?cid=15874204754042147949","allied_health","Perth","vertical:allied_health, website:mediocre, city:perth, source:google-maps-scraper","0438849134",valid
"O.T West Occupational Therapy Services PTY LTD","(08) 9388 1156","2/324 Onslow Rd, Shenton Park WA 6008, Australia","http://otwest.com.au/","poor","No SSL (http only)","admin@otwest.com.au","5","2","https://maps.google.com/?cid=10802793925592789051","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","",valid
"Inside Out Occupational Therapy Group","(08) 9313 2240","Suite 5, Level 1/18 Welwyn Ave, Manning WA 6152, Australia","http://www.insideouttherapy.com.au/","poor","No SSL (http only)","reception@insideouttherapy.com.au","4","4","https://maps.google.com/?cid=5385460092409473048","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","",valid
"Little Clapping Hands Paediatric Occupational Therapy","0423 560 671","3/231 Balcatta Rd, Balcatta WA 6021, Australia","http://littleclappinghands.com/","poor","No SSL (http only)","admin@littleclappinghands.com","5","1","https://maps.google.com/?cid=17905224800471379423","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0423560671",valid
"Entire OT","0450 898 323","105 Old Perth Rd, Bassendean WA 6054, Australia","http://entireot.com.au/","poor","No SSL (http only)","hello@entireot.com.au","5","2","https://maps.google.com/?cid=9167085601792919927","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0450898323",valid
"Kid Speak Speech and Occupational Therapy","(08) 6383 9918","2/155 Onslow Rd, Shenton Park WA 6008, Australia","https://www.kidspeakpsp.com.au/","mediocre","No mobile viewport detected","enquiries@kidspeakperth.com.au","4.6","9","https://maps.google.com/?cid=12616244743342898544","allied_health","Perth","vertical:allied_health, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Finding Our Voice","0477 234 803","255 Walcott St, North Perth WA 6006, Australia","http://www.findingourvoice.com.au/","poor","No SSL (http only)","info@findingourvoice.com.au","4.4","7","https://maps.google.com/?cid=11607487680180657338","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0477234803",valid
"Coastal Speech & Language Pathology Clinic","0417 922 305","127A Herbert St, Doubleview WA 6018, Australia","http://coastalspeechpathology.com.au/","poor","No SSL (http only)","rosie@coastalspeechpathology.com.au","5","2","https://maps.google.com/?cid=3986428195645171731","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0417922305",valid
"South Perth Psychology","0411 619 002","30/30-34 Charles St, South Perth WA 6151, Australia","http://counsellingwest.com.au/","poor","No SSL (http only)","admin@counsellingwest.com.au","4.4","7","https://maps.google.com/?cid=13840859106492291516","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0411619002",valid
"The Expansion Point","0459 964 229","23 Gladstone St, Perth WA 6000, Australia","http://www.expansionpoint.com.au/","poor","No SSL (http only)","reception@expansionpoint.com.au","4.5","8","https://maps.google.com/?cid=17449027063416664731","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0459964229",valid
"Awen Psychology Perth","0466 123 930","Suite 24/44 Kings Park Rd, West Perth WA 6005, Australia","http://www.awenpsychologyperth.com.au/","poor","No SSL (http only)","team@awenpsychologyperth.com.au","5","1","https://maps.google.com/?cid=18150670460676006743","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0466123930",valid
"Katie Lenhoff Nutrition - Senior Dietitian & Kidney Specialist","(08) 6323 3433","Suite 2/4 Antony St, Palmyra WA 6157, Australia","http://katielenhoffnutrition.com.au/","poor","No SSL (http only)","katie.lenhoff@outlook.com","5","12","https://maps.google.com/?cid=17192520831396733311","allied_health","Perth","vertical:allied_health, website:poor, city:perth, source:google-maps-scraper","0413881164",valid
"Margaret Hays Bariatric Dietitian","(08) 9204 2588","Suite 2/39 King George St, Innaloo WA 6018, Australia","https://www.bariatricdietitian.com.au/","mediocre","No mobile viewport detected","hello@bariatricdietitian.com.au","5","4","https://maps.google.com/?cid=18378171085698842464","allied_health","Perth","vertical:allied_health, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Williams Occupational Therapy","(08) 8166 0767","191 South Rd, Mile End SA 5031, Australia","http://www.williamsot.com/","poor","No SSL (http only)","admin@williamsot.com","4.7","12","https://maps.google.com/?cid=4547961643102064795","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Bridging Potentials","(08) 7095 9883","25b Montacute Rd, Campbelltown SA 5074, Australia","https://bridgingpotentials.com.au/","mediocre","No mobile viewport detected","hello@bridgingpotentials.com.au","5","2","https://maps.google.com/?cid=17398535593756365160","allied_health","Adelaide","vertical:allied_health, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"Mental Health OT","0406 099 109","6 Holden St, Kensington Park SA 5068, Australia","http://mentalhealthot.net.au/","poor","No SSL (http only)","mentalhealthotsa@gmail.com","5","1","https://maps.google.com/?cid=50685676056517675","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0406099109",valid
"Meaningful Activities Prospect Clinic","0479 112 910","1/132 Prospect Rd, Prospect SA 5082, Australia","http://meaningfulactivities.com.au/","poor","No SSL (http only)","admin@meaningfulactivities.com.au","5","3","https://maps.google.com/?cid=8012372059769139158","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0479112910",valid
