Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags,Mobile,email_status
"Brisbane CBD Chiropractic","(07) 3839 8228","Wickham House, Level 2/155 Wickham Ter, Spring Hill QLD 4000, Australia","http://www.sechiropractic.com.au/","poor","No SSL (http only)","vicpoint@sechiropractic.com.au","4.9","35","https://maps.google.com/?cid=1314846360250206047","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","0488398996",valid
"Brisbane Chiropractic and Physiotherapy","(07) 3217 9039","7 Marsh St, Cannon Hill QLD 4170, Australia","http://www.brisbanechiropractic.com.au/","poor","No SSL (http only)","info@brisbanechiropractic.com.au","5","207","https://maps.google.com/?cid=3327413163966350757","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","",valid
"New Farm Chiropractic Clinic","(07) 3254 3011","Shop 24A/900 Brunswick St, New Farm QLD 4005, Australia","http://newfarmchiropractic.com/","poor","No SSL (http only)","info@newfarmchiropractic.com","4.9","123","https://maps.google.com/?cid=14516898224029151911","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","",valid
"North Brisbane Chiropractic Clinic","(07) 3354 3111","711 Stafford Rd, Everton Park QLD 4053, Australia","http://www.northbrisbanechiropractic.com/","poor","No SSL (http only)","nthbrischiropractic@gmail.com","4.9","307","https://maps.google.com/?cid=3255639742210103343","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Northside Chiropractic Clinic","0406 010 157","16/605 Robinson Rd W, Aspley QLD 4034, Australia","http://www.northsidechiropracticclinic.com.au/","poor","No SSL (http only)","northsidechiropracticclinic@gmail.com","5","76","https://maps.google.com/?cid=10400586212836366038","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","0406010157",valid
"GO2 Health","(07) 3355 5540","455 S Pine Rd, Everton Park QLD 4053, Australia","http://www.go2health.com.au/","poor","No SSL (http only)","ask@go2health.com.au","4.9","1068","https://maps.google.com/?cid=15000841274602837986","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Brisbane Osteopathic Centre","0480 148 081","74/283 Given Ter, Paddington QLD 4064, Australia","http://www.brisbaneosteopathic.com.au/","poor","No SSL (http only)","info@brisbaneosteopathic.com.au","4.7","26","https://maps.google.com/?cid=9127457535078775057","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","0480148081",valid
"Osteoworks","(07) 3217 3131","Shop 4 & 5/738 Main St, Kangaroo Point QLD 4169, Australia","http://www.osteoworks.com.au/","poor","No SSL (http only)","info@osteoworks.com.au","4.8","157","https://maps.google.com/?cid=1196309282049242317","clinics","Brisbane","vertical:clinics, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Perth Medical Centre","(08) 9481 4342","713 Hay St, Perth WA 6000, Australia","http://www.perthmedicalcentre.com.au/","poor","No SSL (http only)","info@dial-a-doctor.com.au","3.8","140","https://maps.google.com/?cid=12194833085400506251","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","",valid
"South Perth Medical Centre & After Hours GP","(08) 9465 1000","148 Douglas Ave, Kensington WA 6151, Australia","https://southperthmedicalcentre.com.au/","mediocre","No mobile viewport detected","reception@southperthmedicalcentre.com.au","4.7","15","https://maps.google.com/?cid=9460102128741828467","clinics","Perth","vertical:clinics, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Perth Dental Rooms","(08) 9322 5340","Wentworth Building, Level 1/300 Murray Street Mall, Perth WA 6000, Australia","https://perthdentalrooms.com.au/","mediocre","No mobile viewport detected","info@perthdentalrooms.com.au","4.7","166","https://maps.google.com/?cid=1536642601648360926","clinics","Perth","vertical:clinics, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Simply Teeth - Perth Dental Clinic","(08) 6361 1565","1/21 Outram St, West Perth WA 6005, Australia","https://simply-teeth.com.au/","mediocre","No mobile viewport detected","admin@simply-teeth.com","4.9","313","https://maps.google.com/?cid=16121475081823776066","clinics","Perth","vertical:clinics, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Dental O So Gentle St Georges Terrace","(08) 6254 3770","Shop 3 The Atrium, 168 St Georges Terrace, Perth WA 6000, Australia","http://dentalosogentle.com.au/","poor","No SSL (http only)","stgeorges@dentalosogentle.com.au","4.9","243","https://maps.google.com/?cid=11707358572034578653","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","",valid
"Whole Health Physiotherapy","(08) 5122 5422","1/55 Colin St, West Perth WA 6005, Australia","http://www.wholehealthphysio.com/","poor","No SSL (http only)","info@scottmurray.physio","5","89","https://maps.google.com/?cid=14940104195422345852","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","0451037330",valid
"Perth Physiotherapy and Pilates","0416 411 191","56 Ellen Stirling Blvd, Innaloo WA 6018, Australia","http://perthphysiotherapyandpilates.com.au/","poor","No SSL (http only)","admin@perthphysioandpilates.com","5","92","https://maps.google.com/?cid=2734524238597539791","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","0416411191",valid
"Life Ready Physio + Pilates South Perth","(08) 9200 3440","240 Canning Hwy, South Perth WA 6151, Australia","https://www.lifereadyphysio.com.au/clinics/south-perth","mediocre","No mobile viewport detected","southperth@lifereadyphysio.com.au","5","288","https://maps.google.com/?cid=10376810115620115091","clinics","Perth","vertical:clinics, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Como Chiropractic Centre","(08) 9368 1115","2 Barker Ave, Como WA 6152, Australia","http://www.comochiro.com.au/","poor","No SSL (http only)","admin@comochiro.com.au","5","327","https://maps.google.com/?cid=1888291954034437926","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","",valid
"Belmont Chiropractic","(08) 9478 1777","201 Wright St, Cloverdale WA 6105, Australia","https://belmontchiropractic.com.au/","mediocre","No mobile viewport detected","reception@belmontchiropractic.com.au","5","318","https://maps.google.com/?cid=2305954969869873255","clinics","Perth","vertical:clinics, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Carbon Chiropractic","0450 142 512","3/7 Scarborough Beach Rd, North Perth WA 6006, Australia","http://www.carbonchiro.com.au/","poor","No SSL (http only)","info@carbonchiro.com.au","5","34","https://maps.google.com/?cid=14691989312245166230","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","0450142512",valid
"PHR Chiropractic","0466 310 579","1355 Albany Hwy, Cannington WA 6107, Australia","http://www.phrchiropractic.com.au/","poor","No SSL (http only)","admin@phrchiropractic.com.au","5","261","https://maps.google.com/?cid=11979442012066960224","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","0466310579",valid
"R.E.N Chiropractic","0482 383 268","10/712 Ranford Rd, Southern River WA 6110, Australia","http://www.renchiropractic.com.au/","poor","No SSL (http only)","drjoanaw@renchiropractic.com.au","5","90","https://maps.google.com/?cid=13064235772752425223","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","0482383268",valid
"Sana Osteopathy","(08) 9201 9587","396 Oxford St, Mount Hawthorn WA 6016, Australia","http://www.sanaosteopathy.com.au/","poor","No SSL (http only)","admin@sanaosteopathy.com.au","5","12","https://maps.google.com/?cid=17356465410876929295","clinics","Perth","vertical:clinics, website:poor, city:perth, source:google-maps-scraper","",valid
"Hampstead Health Family Practice Medical Centre","(08) 8162 9817","1/237 Hampstead Rd, Lightsview SA 5085, Australia","http://www.hampsteadhealth.com.au/","poor","No SSL (http only)","contact@digitaloneagency.com.au","4","2544","https://maps.google.com/?cid=10279773665628969637","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Adelaide Specialist Clinic","(08) 7089 9533","280 North East Road, Klemzig SA 5087, Australia","https://www.adelaidespecialistclinic.com.au/","mediocre","No mobile viewport detected","info@adelaidespecialistclinic.com.au","4.9","15","https://maps.google.com/?cid=14904057094482156772","clinics","Adelaide","vertical:clinics, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"North Adelaide Dental Care","(08) 8267 1894","155 Archer St, North Adelaide SA 5006, Australia","http://www.adelaidedentist.com.au/","poor","No SSL (http only)","nadc@adelaidedentist.com.au","4.6","260","https://maps.google.com/?cid=8321211304101965576","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Adelaide Dental","(08) 8231 1124","76 Fullarton Rd, Norwood SA 5067, Australia","http://www.adelaidedental.net/","poor","No SSL (http only)","reception@adelaidedentalclinic.com.au","5","204","https://maps.google.com/?cid=11187897906427638508","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","",valid
