Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags,Mobile,email_status
"Smart Mortgage Corp","(07) 3195 7299","22 Brereton St, South Brisbane QLD 4101, Australia","https://www.smartmortgages.com.au/","mediocre","No mobile viewport detected","enquiry@smartmortgages.com.au","5","183","https://maps.google.com/?cid=1781175249955155028","mortgage_brokers","Brisbane","vertical:mortgage_brokers, website:mediocre, city:brisbane, source:google-maps-scraper","",valid
"Boss Money - Mortgage Brokers","0476 111 000","2707/21 Longland St, Newstead QLD 4006, Australia","http://www.bossmoney.com.au/","poor","No SSL (http only)","tom@bossmoney.com.au","4.8","134","https://maps.google.com/?cid=4714817717050323497","mortgage_brokers","Brisbane","vertical:mortgage_brokers, website:poor, city:brisbane, source:google-maps-scraper","0476111000",valid
"Affinitas Finance - Mortgage Broker Brisbane","1300 636 167","Shop 11/1000 Waterworks Rd, The Gap QLD 4061, Australia","http://www.affinitasfinance.com.au/","poor","No SSL (http only)","service@affinitasfinance.com.au","5","191","https://maps.google.com/?cid=9445735165456593845","mortgage_brokers","Brisbane","vertical:mortgage_brokers, website:poor, city:brisbane, source:google-maps-scraper","",valid
"ALG Australian Lending Group","0410 434 880","71 Eagle St, Brisbane City QLD 4000, Australia","http://www.australianlendinggroup.com.au/","poor","No SSL (http only)","info@australianlendinggroup.com.au","5","35","https://maps.google.com/?cid=6733130623139454583","mortgage_brokers","Brisbane","vertical:mortgage_brokers, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Preston Point Capital","0474 722 722","Level 18/324 Queen St, Brisbane City QLD 4000, Australia","http://prestonpointcapital.com.au/","poor","No SSL (http only)","Admin@prestonpointcapital.com.au","5","120","https://maps.google.com/?cid=15058791226948245070","mortgage_brokers","Brisbane","vertical:mortgage_brokers, website:poor, city:brisbane, source:google-maps-scraper","0474722722",valid
"Brisbane City Home Loans","0455 896 410","49 Gibson Cres, Bellbowrie QLD 4070, Australia","http://www.brisbanecityhomeloans.com.au/","poor","No SSL (http only)","andrew@brisbanecityhomeloans.com.au","5","28","https://maps.google.com/?cid=3073709843000714781","mortgage_brokers","Brisbane","vertical:mortgage_brokers, website:poor, city:brisbane, source:google-maps-scraper","0455896410",valid
"Fox Mortgage Services","(08) 9304 9682","Shop 4/53 Davidson Terrace, Joondalup WA 6027, Australia","https://www.foxmortgages.com.au/","poor","Site unreachable (timeout)","admin@foxmortgages.com.au","5","259","https://maps.google.com/?cid=4370054703732651724","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","",valid
"Elite Finance Australia - Home Loans","0481 984 268","3/235 Main St, Osborne Park WA 6017, Australia","http://www.elitefa.com.au/","poor","No SSL (http only)","matt@elitefa.com.au","5","191","https://maps.google.com/?cid=12287580876867943026","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","0481984268",valid
"CA LOANS","(08) 9319 9979","14/83 Mill Point Rd, South Perth WA 6151, Australia","http://www.caloans.com.au/","poor","No SSL (http only)","lu@caloans.com.au","5","124","https://maps.google.com/?cid=6300652010483785423","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","",valid
"Loan + Finance Brokers","1300 270 040","Suite 5, Level 1/1321 Hay St, West Perth WA 6005, Australia","https://www.loanandfinancebrokers.com.au/","mediocre","No mobile viewport detected","help@landfb.com.au","5","52","https://maps.google.com/?cid=11080919523978312487","mortgage_brokers","Perth","vertical:mortgage_brokers, website:mediocre, city:perth, source:google-maps-scraper","0431556633",valid
"In Mortgage & Finance Services","(08) 9228 1000","6/9 Cleaver St, West Perth WA 6005, Australia","http://www.imfs.com.au/","poor","No SSL (http only)","info@imfs.com.au","5","156","https://maps.google.com/?cid=7089232611607514363","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","",valid
"Top Mortgages","1300 308 225","4/939 Wanneroo Rd, Wanneroo WA 6065, Australia","http://www.topmortgages.com.au/","poor","No SSL (http only)","info@topmortgages.com.au","5","144","https://maps.google.com/?cid=16139509486966344198","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","",valid
"Base Home Loans","0422 271 888","27 Oxford Cl, West Leederville WA 6007, Australia","http://www.basehomeloans.com.au/","poor","No SSL (http only)","daniel@basehomeloans.com.au","5","144","https://maps.google.com/?cid=17882672367783870837","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","0422271888",valid
"Blackburne Mortgage Broking","(08) 9429 5794","1/10B Rokeby Rd, Subiaco WA 6008, Australia","https://mortgagebroking.blackburne.com.au/","mediocre","No mobile viewport detected","mortgagebroking@blackburne.com.au","5","112","https://maps.google.com/?cid=5068645374776090893","mortgage_brokers","Perth","vertical:mortgage_brokers, website:mediocre, city:perth, source:google-maps-scraper","",valid
"Ocean Edge Finance","0411 258 359","45 Ventnor Ave, West Perth WA 6005, Australia","https://www.oceanedgefinance.com.au/","mediocre","No mobile viewport detected","reece@oceanedge.com.au","5","73","https://maps.google.com/?cid=14850020444894334960","mortgage_brokers","Perth","vertical:mortgage_brokers, website:mediocre, city:perth, source:google-maps-scraper","0407780847",valid
"Perth Mortgage Broker Group","0411 229 602","7B Spencer Ave, Perth WA 6060, Australia","http://www.perthmortgagebrokergroup.com.au/","poor","No SSL (http only)","troy@pmbg.com.au","5","6","https://maps.google.com/?cid=10079347418246023773","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","0411229602",valid
"Focus Property Wealth","0433 212 444","8/30-34 Charles St, South Perth WA 6151, Australia","http://www.focuspropertywealth.com.au/","poor","No SSL (http only)","enquiries@focuspropertywealth.com.au","5","128","https://maps.google.com/?cid=5348395708563270685","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","0433212444",valid
"Finance 48","(08) 9227 7233","Unit 9/19 Wotan St, Innaloo WA 6018, Australia","http://www.finance48.com.au/","poor","No SSL (http only)","info@finance48.com.au","5","128","https://maps.google.com/?cid=14896705843145934582","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","0421892089",valid
"Derry & Co Home Loan","0421 182 251","1/755 Albany Hwy, East Victoria Park WA 6101, Australia","https://www.derryandcohl.com.au/","mediocre","Very thin site (minimal content)","derry@derryandco.com.au","5","252","https://maps.google.com/?cid=11185878254971269361","mortgage_brokers","Perth","vertical:mortgage_brokers, website:mediocre, city:perth, source:google-maps-scraper","0421182251",valid
"Tend Home Loans","1300 836 345","5/405 Oxford St, Mount Hawthorn WA 6016, Australia","http://www.tendhomeloans.com.au/","poor","No SSL (http only)","bree@tendhomeloans.com.au","5","28","https://maps.google.com/?cid=17534573536614248655","mortgage_brokers","Perth","vertical:mortgage_brokers, website:poor, city:perth, source:google-maps-scraper","0402241018",valid
"Zanda Wealth Mortgage Brokers Adelaide","(08) 8223 1367","246-250 Pirie St, Adelaide SA 5000, Australia","https://zandawealth.com.au/","mediocre","No mobile viewport detected","admin@zandawealth.com.au","4.9","143","https://maps.google.com/?cid=17548875779536712793","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"Loan Market Lee Banh","0403 084 762","Level 5/151 Pirie St, Adelaide SA 5000, Australia","https://broker.loanmarket.com.au/lee-banh","mediocre","No mobile viewport detected","lee.banh@loanmarket.com.au","5","216","https://maps.google.com/?cid=10160090417100008537","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:mediocre, city:adelaide, source:google-maps-scraper","0403084762",valid
"Samuel Finance","1300 892 383","143 South Tce, Adelaide SA 5000, Australia","http://www.samuelfinance.com.au/","poor","No SSL (http only)","enquiries@samuelfinance.com.au","5","96","https://maps.google.com/?cid=2090869547469324913","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Finance Mutual Australia","(08) 8216 4111","Level 5/333 King William St, Adelaide SA 5000, Australia","http://www.financemutual.com.au/","poor","No SSL (http only)","mail@financemutual.com.au","4.9","95","https://maps.google.com/?cid=10893560181449017847","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Refinancer","1300 771 747","67/69 Sydenham Rd, Norwood SA 5067, Australia","http://www.refinancerloans.com.au/","poor","No SSL (http only)","hello@refinancerloans.com.au","5","557","https://maps.google.com/?cid=10353660443568683051","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","",valid
"17thAve Finance","1300 366 287","LVL 5/151 Pirie St, Adelaide SA 5000, Australia","http://www.17thave.finance/","poor","No SSL (http only)","hello@17thave.finance","5","26","https://maps.google.com/?cid=5706332151066458870","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Lendology","(08) 8270 5138","562 Goodwood Rd, Daw Park SA 5041, Australia","http://www.lendology.com.au/","poor","No SSL (http only)","jason@lendology.com.au","5","111","https://maps.google.com/?cid=11079624028368808201","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","0438995372",valid
"Mayfair Finance Australia","(08) 8113 5721","Level 30/91 King William St, Adelaide SA 5000, Australia","http://mayfairfinanceaustralia.com.au/","poor","No SSL (http only)","info@mayfairfinanceaustralia.com.au","5","173","https://maps.google.com/?cid=11366209549719344880","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","0428030200",valid
"Harker Home Loans","0409 560 513","22A Beulah Rd, Norwood SA 5067, Australia","http://www.harkerhomeloans.com.au/","poor","No SSL (http only)","cameron@harkerhomeloans.com.au","5","44","https://maps.google.com/?cid=6505445410337541347","mortgage_brokers","Adelaide","vertical:mortgage_brokers, website:poor, city:adelaide, source:google-maps-scraper","0409560513",valid
