Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags,Mobile,email_status
"Valonz","(02) 9360 2444","20/22 Elizabeth St, Paddington NSW 2021, Australia","http://www.valonz.com.au/","poor","No SSL (http only)","reception@valonz.com.au","4.7","245","https://maps.google.com/?cid=9109385372193916242","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","",valid
"Junn Hair","0413 795 661","LG2/30 Alfred St S, Milsons Point NSW 2061, Australia","http://junnhair.com/","poor","No SSL (http only)","info@junnhair.com","4.9","87","https://maps.google.com/?cid=17107214095519526650","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","",valid
"Beauty On Park Street","(02) 9221 4688","Suite 17, Level 2/428 George St, Sydney NSW 2000, Australia","http://www.beautyonparkst.com.au/","poor","No SSL (http only)","hello@beautyonparkst.com.au","4.8","410","https://maps.google.com/?cid=2138951930037191240","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","0402596662",valid
"Prime Beauty","0493 220 857","William Bland Centre, Suite 7, Level 9/229 Macquarie St, Sydney NSW 2000, Australia","http://www.primebeauty.com.au/","poor","No SSL (http only)","info@primebeauty.com.au","4.9","25","https://maps.google.com/?cid=144252182810810620","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","0493220857",valid
"Freskin Beauty Clinic Sydney CBD","(02) 9211 9641","Shop 5/537-551 George St, Sydney NSW 2000, Australia","http://www.freskin.com.au/","poor","No SSL (http only)","info@freskin.com.au","5","316","https://maps.google.com/?cid=811643595188879650","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","",valid
"Face First Beauty North Sydney","(02) 9957 2004","15 Blue St, North Sydney NSW 2060, Australia","http://www.facefirst.net.au/","poor","No SSL (http only)","beauty@facefirst.net.au","4.9","155","https://maps.google.com/?cid=10329981532730452077","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","",valid
"Tiara Nail Spa","0432 288 883","4/181 Hay St, Haymarket NSW 2000, Australia","http://www.tiaranailspa.com.au/","poor","No SSL (http only)","tiaranailspa@gmail.com","4.8","340","https://maps.google.com/?cid=2392889685546593192","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","0432288883",valid
"Tate & Lyle Sydney","(02) 8054 2635","MACQUARIE HOUSE, Shop 1/167 Macquarie St, Sydney NSW 2000, Australia","http://www.tateandlylesyd.com/","poor","No SSL (http only)","info@tateandlylesyd.com","4.9","390","https://maps.google.com/?cid=7794325662463132481","salons","Sydney","vertical:salons, website:poor, city:sydney, source:google-maps-scraper","",valid
"5th Avenue Barbershop","(02) 8065 8087","80 Queen St, Concord West NSW 2138, Australia","https://squareup.com/appointments/book/2ljh6qw2afhash/LJHSFTJN2X04R/start","mediocre","No mobile viewport detected","fifthave.barbers@outlook.com","5","61","https://maps.google.com/?cid=10536660315338286368","salons","Sydney","vertical:salons, website:mediocre, city:sydney, source:google-maps-scraper","",valid
"D&Y Hair Design Bourke Street CBD","(03) 9639 8883","146 Bourke St, Melbourne VIC 3000, Australia","http://www.dyhairdesign.com.au/","poor","No SSL (http only)","towahairdesign@gmail.com","4.8","733","https://maps.google.com/?cid=10579935461486352309","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","",valid
"Hair Hada","0434 595 254","53 Peel St, West Melbourne VIC 3003, Australia","http://www.hairhada.com.au/","poor","No SSL (http only)","hairhadasalon@gmail.com","4.9","436","https://maps.google.com/?cid=7949036716006705348","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","0434595254",valid
"K Concept","0435 924 264","259 Russell St, Melbourne VIC 3000, Australia","http://kconcept.com.au/","poor","No SSL (http only)","kconcept09@gmail.com","4.3","408","https://maps.google.com/?cid=16713400664541203387","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","0435924264",valid
"The Distinctive Dame","(03) 9640 0555","Level 8, Suite 805/220 Collins St, Melbourne VIC 3000, Australia","http://thedistinctivedame.com.au/","poor","No SSL (http only)","info@thedistinctivedame.com.au","5","164","https://maps.google.com/?cid=13691549724097329125","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","",valid
"Beauty Care Clinic","0424 586 096","Suite 903, Level 9/343 Little Collins St, Melbourne VIC 3000, Australia","https://www.beautycareclinic.au/","mediocre","No mobile viewport detected","rbeauty.melbourne@gmail.com","5","199","https://maps.google.com/?cid=899747126768967768","salons","Melbourne","vertical:salons, website:mediocre, city:melbourne, source:google-maps-scraper","0424586096",valid
"Yuki House Melbourne Central","1800 526 666","80 A'Beckett St, Melbourne VIC 3000, Australia","https://www.yukihouse.com.au/","mediocre","No mobile viewport detected","info@yukihouse.com.au","4.6","133","https://maps.google.com/?cid=1752454055411445763","salons","Melbourne","vertical:salons, website:mediocre, city:melbourne, source:google-maps-scraper","",valid
"Tipsy Turvy Nails by Heena","0403 530 247","338 Ross St, Port Melbourne VIC 3207, Australia","http://tipsyturvynails.com/","poor","No SSL (http only)","tipsyturvynail@gmail.com","5","321","https://maps.google.com/?cid=12197946595521946485","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","0403530247",valid
"Miss Nail Bar","1300 647 722","322-326 Coventry St, South Melbourne VIC 3205, Australia","http://nailbar.com.au/","poor","No SSL (http only)","hello@nailbar.com.au","4.4","149","https://maps.google.com/?cid=5999073969756516688","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","",valid
"Miss Jay's Nails & Beauty","0426 296 974","667 High St, Thornbury VIC 3071, Australia","http://www.missjaysnailsandbeauty.com/","poor","No SSL (http only)","hello@missjaysnailsandbeauty.com","4.8","354","https://maps.google.com/?cid=13795730462203871822","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","0426296974",valid
"Rockit Barber Shop","(03) 9629 1099","g15/546-566 Collins St, Melbourne VIC 3000, Australia","http://www.rockitbarbershop.com/","poor","No SSL (http only)","rockitbarbershop@yahoo.com.au","4.6","573","https://maps.google.com/?cid=8081613466262143698","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","",valid
"Flinders Lane Barbers","(03) 9650 6571","289 Flinders Ln, Melbourne VIC 3000, Australia","https://flinderslanebarbers.com.au/","mediocre","No mobile viewport detected","flinderslanebarbers@gmail.com","4.6","208","https://maps.google.com/?cid=7469008735207125377","salons","Melbourne","vertical:salons, website:mediocre, city:melbourne, source:google-maps-scraper","",valid
"Barber of Docklands","0400 949 874","23 Rakaia Way, Docklands VIC 3008, Australia","https://squareup.com/appointments/book/p94u9gvup2r01l/LEKQ7HAHHMC59/services","mediocre","No mobile viewport detected","barberofdoclands@gmail.com","4.8","523","https://maps.google.com/?cid=14466695568543013463","salons","Melbourne","vertical:salons, website:mediocre, city:melbourne, source:google-maps-scraper","0400949874",valid
"Meticulous Room","","95 Errol St, North Melbourne VIC 3051, Australia","http://meticulousroom.com.au/","poor","No SSL (http only)","hello@meticulousroom.com.au","5","531","https://maps.google.com/?cid=3927977082136501373","salons","Melbourne","vertical:salons, website:poor, city:melbourne, source:google-maps-scraper","0478716607",valid
"Orb Hair Beauty Brisbane","(07) 3358 5300","154 Merthyr Rd, New Farm QLD 4005, Australia","http://orbhair.com.au/","poor","No SSL (http only)","orb@orbhair.com.au","4.9","628","https://maps.google.com/?cid=12608530458307866151","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Paloma Roan","0415 070 498","3a/349 Montague Rd, South Brisbane QLD 4101, Australia","http://www.palomaroan.com/","poor","No SSL (http only)","hello@palomaroan.com","4.8","176","https://maps.google.com/?cid=11574718545863826463","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0415070498",valid
"Chroma Hair & Co","0434 389 630","80 Gladstone Rd, Highgate Hill QLD 4101, Australia","http://www.chromahair.com.au/","poor","No SSL (http only)","hello@chromahair.com.au","4.9","282","https://maps.google.com/?cid=4184281433442787845","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0434389630",valid
"Queen Facial and Nails (Brisbane City)","0423 223 355","480 Queen St, Brisbane City QLD 4000, Australia","http://queennails.com.au/","poor","No SSL (http only)","queennails0101@gmail.com","5","279","https://maps.google.com/?cid=7463343626114171101","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","",valid
"Milash Eyelash Extension","0423 412 500","265 Edward St, Brisbane City QLD 4000, Australia","http://www.milash.com.au/","poor","No SSL (http only)","milashbrisbane@gmail.com","4.9","735","https://maps.google.com/?cid=5581795771443495603","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0423412500",valid
"Shique Hair & Beauty","0420 989 522","Shop 14/7 O'Connell Tce, Bowen Hills QLD 4006, Australia","http://www.shiquehairbeauty.com/","poor","No SSL (http only)","admin@shiquehairbeauty.com","4.8","144","https://maps.google.com/?cid=10523980995678586713","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0420989522",valid
"Forall Brisbane","0401 782 986","Shop 3/208 Given Ter, Paddington QLD 4064, Australia","http://www.foralljapan.com.au/","poor","No SSL (http only)","forallbrisbane@gmail.com","4.7","81","https://maps.google.com/?cid=8821454720901120885","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0401782986",valid
"Bhava Salon","0422 768 115","111/88 Macquarie St, Teneriffe QLD 4005, Australia","http://www.bhavasalon.com.au/","poor","No SSL (http only)","salon@bhavasalon.com.au","4.9","128","https://maps.google.com/?cid=9628031869538375514","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0422768115",valid
"Flint Barbers Studio","0458 320 168","Shop 1B/305 Montague Rd, West End QLD 4101, Australia","http://flintbarbers.com.au/","poor","No SSL (http only)","megsatwork@hotmail.com","5","59","https://maps.google.com/?cid=13735561824807738833","salons","Brisbane","vertical:salons, website:poor, city:brisbane, source:google-maps-scraper","0458320168",valid
"Jessica Amanda Hair Artistry","0451 249 080","659 Murray St, West Perth WA 6005, Australia","http://jessicaamandahair.com.au/","poor","No SSL (http only)","hello@jessicaamandahair.com.au","4.9","229","https://maps.google.com/?cid=15194759935754121593","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0451249080",valid
"TONI&GUY Perth","(08) 9322 9622","68 King St, Perth WA 6000, Australia","https://www.toniandguy.com.au/salons/wa-locations/perth/","mediocre","No mobile viewport detected","marie.b@toniandguy.com.au","4.8","281","https://maps.google.com/?cid=5131556547192090500","salons","Perth","vertical:salons, website:mediocre, city:perth, source:google-maps-scraper","0402023031",valid
"HER on Oxford","0451 645 423","423 Oxford St, Mount Hawthorn WA 6016, Australia","http://www.heronoxford.com/","poor","No SSL (http only)","hello@heronoxford.com","5","615","https://maps.google.com/?cid=15344813067771326435","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0451645423",valid
"Belle Arti Hair Studio","(08) 9267 6941","Shop 2/138 Barrack St, Perth WA 6000, Australia","http://belleartihairstudio.com.au/","poor","No SSL (http only)","belleartihairstudio@gmail.com","4.9","115","https://maps.google.com/?cid=3093347990590409383","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","",valid
"Theory for Hair","(08) 9322 9992","Unit 1/1324 Hay St, West Perth WA 6005, Australia","http://www.theoryforhair.com.au/","poor","No SSL (http only)","info@theoryforhair.com.au","4.6","89","https://maps.google.com/?cid=17686208455280256293","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0419957666",valid
"Studio REMMI","0405 901 253","Shop 4/113 Royal St, East Perth WA 6004, Australia","http://studioremmi.com/","poor","No SSL (http only)","info@studioremmi.com","4.9","47","https://maps.google.com/?cid=14318130017266267013","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0416876040",valid
"Le Pretty Little Squad","0494 108 415","534 Murray St, Perth WA 6000, Australia","https://leprettylittlesquad.com/","mediocre","No mobile viewport detected","hello@leprettylittlesquad.com","4.9","39","https://maps.google.com/?cid=12037274465454585825","salons","Perth","vertical:salons, website:mediocre, city:perth, source:google-maps-scraper","0494108415",valid
"Ebony and Ivory Hair and Beauty Salon","0435 111 817","25 Barrack St, Perth WA 6000, Australia","http://www.ebonyandivory.com.au/","poor","No SSL (http only)","hello@ebonyandivory.com.au","4.2","79","https://maps.google.com/?cid=9350946192975881999","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","",valid
"The Executives Hairstylist for Men","(08) 9481 2177","1209 Hay St, West Perth WA 6005, Australia","http://www.executiveshair.com.au/","poor","No SSL (http only)","sam@executiveshair.com.au","5","137","https://maps.google.com/?cid=2690049222096040151","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","",valid
"Lush Skin & Body","(08) 6162 1449","176 Scarborough Beach Rd, Mount Hawthorn WA 6016, Australia","http://www.lushskinbody.com.au/","poor","No SSL (http only)","info@lushskinandbody.com","5","234","https://maps.google.com/?cid=2798451739420559242","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","",valid
"The Library Nail Salon","0435 563 999","647 Hay Street, Shop 53/55 London Court, Perth WA 6000, Australia","http://www.thelibrarynailsalon.com.au/","poor","No SSL (http only)","info@thelibrarynailsalon.com.au","4.5","1004","https://maps.google.com/?cid=12563345773026980752","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0435563999",valid
"Ugly Men's Association Barber & Shave Shop","0426 655 236","State Buildings, Barrack St, Perth WA 6000, Australia","http://www.uglymens.com.au/","poor","No SSL (http only)","info@uglymens.com.au","4.8","427","https://maps.google.com/?cid=16464448237832438731","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0426655236",valid
"Uncle Joe's Barber Perth","0417 783 222","357 Murray St, Perth WA 6000, Australia","http://unclejoes.com.au/","poor","No SSL (http only)","info@unclejoes.com.au","4.6","354","https://maps.google.com/?cid=8155177258494302224","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","0417783222",valid
"Patron Barber","(08) 6507 1461","30 King St, Perth WA 6000, Australia","http://patronbarber.au/","poor","No SSL (http only)","booking@patronbarber.au","4.7","182","https://maps.google.com/?cid=267070302298410399","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","",valid
"Soulsbys Barbers","0414 462 911","291A Walcott St, North Perth WA 6006, Australia","http://www.soulsbysbarbers.com.au/","poor","No SSL (http only)","hello@soulsbysbarbers.com.au","5","150","https://maps.google.com/?cid=14770134233528821940","salons","Perth","vertical:salons, website:poor, city:perth, source:google-maps-scraper","",valid
"Greenbox Nails","0492 983 270","362 Fitzgerald St, North Perth WA 6006, Australia","https://greenboxnails.com/","mediocre","No mobile viewport detected","greenboxnails@gmail.com","5","118","https://maps.google.com/?cid=6057650224465419930","salons","Perth","vertical:salons, website:mediocre, city:perth, source:google-maps-scraper","0492983270",valid
"Lavish Nails & Beauty WA","0404 122 812","1228 Hay St, West Perth WA 6005, Australia","https://app.squareup.com/appointments/book/ewmqjddvupzykq/LZVXNNP8Y181H/start","mediocre","No mobile viewport detected","lavishnails1228@gmail.com","4.8","159","https://maps.google.com/?cid=11295288542316972675","salons","Perth","vertical:salons, website:mediocre, city:perth, source:google-maps-scraper","0404122812",valid
"Underground Haircutters","(08) 8223 5352","95 Rundle Mall, Adelaide SA 5000, Australia","https://www.undergroundhair.com.au/","mediocre","No mobile viewport detected","info@undergroundhair.com.au","4.4","360","https://maps.google.com/?cid=14443379079450063520","salons","Adelaide","vertical:salons, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"Joint Hair","(08) 7226 6201","Unit 2/79 Unley Rd, Parkside SA 5063, Australia","http://www.jointhair.com.au/","poor","No SSL (http only)","jointwardrobe@gmail.com","5","184","https://maps.google.com/?cid=4290111648211995841","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","",valid
"South 21 Hairdressing","(08) 8231 0221","21 South Tce, Adelaide SA 5000, Australia","http://www.south21.com/","poor","No SSL (http only)","info@south21.com","5","48","https://maps.google.com/?cid=16228662790813949970","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Fon Salon","(08) 8271 6474","108 King William Rd, Goodwood SA 5034, Australia","http://www.fonsalon.com.au/","poor","No SSL (http only)","fon@fonsalon.com.au","4.8","212","https://maps.google.com/?cid=11835208321798540109","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","",valid
"SJ Establishment","(08) 8344 4515","102A Prospect Rd, Prospect SA 5082, Australia","https://www.sjestablishment.com.au/","mediocre","No mobile viewport detected","4515hello@sjestablishment.com.au","4.7","211","https://maps.google.com/?cid=739980671541055689","salons","Adelaide","vertical:salons, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"Abracadabra Hair","0412 111 395","123 Hutt St, Adelaide SA 5000, Australia","http://abracadabrahair.com.au/","poor","No SSL (http only)","JAMES@ABRACADABRAHAIR.COM.AU","4.9","31","https://maps.google.com/?cid=8680901945122990288","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","0412111395",valid
"Elysian Salon Spa","(08) 8223 5272","shop40, Adelaide Arcade, Adelaide SA 5000, Australia","http://elysian.com.au/","poor","No SSL (http only)","mary@elysian.com.au","4.6","50","https://maps.google.com/?cid=15229939880931700088","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Advanced Beauty Therapy by Alla Falko","0433 739 822","262 Pulteney St, Adelaide SA 5000, Australia","http://www.adelaidebeautytherapy.com.au/","poor","No SSL (http only)","allafalco@gmail.com","4.9","34","https://maps.google.com/?cid=6496340860455784370","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","0433739822",valid
"Adelaide Institute of Hair & Beauty","(08) 8123 2303","251 Waymouth St, Adelaide SA 5000, Australia","http://aihb.net.au/","poor","No SSL (http only)","info@aihb.net.au","4.8","33","https://maps.google.com/?cid=12728423011126857696","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","0435275980",valid
"Luxor Nails + Spa","0410 103 141","T72/400 Churchill Rd, Kilburn SA 5084, Australia","http://www.luxorsa.com/","poor","No SSL (http only)","info@Luxorsa.com","4.3","255","https://maps.google.com/?cid=17325215528111908319","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","0410103141",valid
"Imperial Barbers Co.","(08) 8232 9444","77-91 Rundle Mall, Adelaide SA 5000, Australia","http://imperialbarbersco.com.au/","poor","No SSL (http only)","imperialbarbersco@gmail.com","4","84","https://maps.google.com/?cid=15370685295877057503","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","",valid
"The Mad Barber SA","0402 022 241","150 Commercial Rd, Port Adelaide SA 5015, Australia","http://www.themadbarber.com.au/","poor","No SSL (http only)","themadbarbersa@gmail.com","4.8","51","https://maps.google.com/?cid=12256317529895087324","salons","Adelaide","vertical:salons, website:poor, city:adelaide, source:google-maps-scraper","0402022241",valid
